Date,Week,Advertiser,Channel,Channel / Tactic,Country,Currency,Website,Tactic,Brand,Booked Impressions,Clicks,Commissions (Local),Commissions (USD),Impressions,Media Cost (Local),Media Cost (USD),Net Items,New Users,Orders,Orders/Click,Quantity,Revenue (Local),Revenue (USD),Sales (Local),Sales (USD),Sessions,Transactions,Video Completions,Video Plays
2017-02-12,2017-02-12,Brand B - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand B,,261.0,,,32686.0,108.18,108.18,,7.0,,,,108.46,108.46,,,306.0,3.0,,
2017-02-12,2017-02-12,Brand B - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand B,,121.0,,,1173.0,14.69,14.69,,39.0,,,,88.46,88.46,,,87.0,2.0,,
2017-02-12,2017-02-12,Brand B - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand B,,,,,,,,,87.0,,,,0.0,0.0,,,115.0,0.0,,
2017-02-12,2017-02-12,Brand B - US,Social,Social - Equity,US,USD,Instagram,Equity,Brand B,,,,,,,,,45.0,,,,0.0,0.0,,,57.0,0.0,,
2017-02-12,2017-02-12,Brand B - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand B,,,,,,,,,143.0,,,,44.48,44.48,,,330.0,2.0,,
2017-02-12,2017-02-12,Brand A - Other,Paid Search,Paid Search - Brand,UK,GBP,Adwords,Brand,Brand A,,1544.0,,,76310.0,438.57,640.31,,826.0,,,,1684.65,2459.59,,,1654.0,28.0,,
2017-02-12,2017-02-12,Brand A - Other,Paid Search,Paid Search - Other,CA,CAD,Adwords,Other,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-12,2017-02-12,Brand A - Other,Paid Search,Paid Search - Other,US,USD,Adwords,Other,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,140.0,140.0,,,4.0,1.0,,
2017-02-12,2017-02-12,Brand A - Other,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-12,2017-02-12,Brand A - Other,Paid Search,Paid Search - Unbranded,UK,GBP,Adwords,Unbranded,Brand A,,3473.0,,,79104.0,797.34,1164.12,,1583.0,,,,4183.9,6108.49,,,3652.0,68.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,342.0,238.27,176.49,1247.0,238.27,176.49,185.0,44.0,71.0,169.33,189.0,4782.58,3542.65,3439.77,2547.98,285.0,42.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,163.0,,,77044.0,0.0,0.0,,14.0,,,,0.0,0.0,,,38.0,0.0,11311.0,13265.0
2017-02-13,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,GQ,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,47.0,,,80152.0,0.0,0.0,,5.0,,,,0.0,0.0,,,39.0,0.0,0.0,0.0
2017-02-13,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,Refinery29.com,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,Who What Wear,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,3411.0,,,516884.0,1709.55,1266.33,,106.0,,,,3696.42,2738.09,,,3301.0,44.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand A,,256.0,,,830.0,22.5,16.66,,97.0,,,,393.99,291.84,,,220.0,5.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand A,,,,,,,,,70.0,,,,0.0,0.0,,,110.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand A,,,,,,,,,11.0,,,,0.0,0.0,,,14.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand A,,,,,,,,,558.0,,,,2189.07,1621.53,,,2553.0,25.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,8.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Instagram,Remarketing,Brand A,,,,,,,,,47.0,,,,0.0,0.0,,,66.0,0.0,,
2017-02-13,2017-02-12,Brand A - CA - FR,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,69.0,,,30797.0,0.0,0.0,,8.0,,,,0.0,0.0,,,9.0,0.0,2968.0,4592.0
2017-02-13,2017-02-12,Brand A - CA - FR,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,37.0,,,82792.0,0.0,0.0,,2.0,,,,0.0,0.0,,,41.0,0.0,0.0,0.0
2017-02-13,2017-02-12,Brand A - CA - FR,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,,,,,0.0,,,13.0,,,,118.99,88.14,,,111.0,1.0,,
2017-02-13,2017-02-12,Brand A - UK,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,50.0,47.07,68.73,574.0,47.07,68.73,20.0,10.0,14.0,69.67,20.0,711.91,1039.39,670.99,979.65,56.0,13.0,,
2017-02-13,2017-02-12,Brand A - UK,Display,Display - Equity,UK,GBP,Exponential,Equity,Brand A,0.0,172.0,,,105356.0,0.0,0.0,,34.0,,,,0.0,0.0,,,62.0,0.0,28329.0,32042.0
2017-02-13,2017-02-12,Brand A - UK,Display,Display - Equity,UK,GBP,QuantCast,Equity,Brand A,0.0,105.0,,,118866.0,0.0,0.0,,49.0,,,,0.0,0.0,,,112.0,0.0,0.0,0.0
2017-02-13,2017-02-12,Brand A - UK,Display,Display - Equity,UK,GBP,affiliatewindow.co.uk,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - UK,Display,Display - Remarketing,UK,GBP,Criteo,Remarketing,Brand A,,1360.0,,,196281.0,400.88,585.29,,64.0,,,,1092.1,1594.47,,,1370.0,14.0,,
2017-02-13,2017-02-12,Brand A - UK,Paid Search,Brand - Paid Search,UK,GBP,Bing,Brand,Brand A,,195.0,,,650.0,69.89,102.03,,93.0,,,,182.92,267.06,,,171.0,3.0,,
2017-02-13,2017-02-12,Brand A - UK,Social,Social - Equity,UK,GBP,Facebook,Equity,Brand A,,,,,,,,,48.0,,,,0.0,0.0,,,67.0,0.0,,
2017-02-13,2017-02-12,Brand A - UK,Social,Social - Equity,UK,GBP,Instagram,Equity,Brand A,,,,,,,,,7.0,,,,0.0,0.0,,,7.0,0.0,,
2017-02-13,2017-02-12,Brand A - UK,Social,Social - Remarketing,UK,GBP,Facebook,Remarketing,Brand A,,,,,,,,,345.0,,,,151.87,221.73,,,973.0,5.0,,
2017-02-13,2017-02-12,Brand A - UK,Social,Social - Remarketing,UK,GBP,Instagram,Remarketing,Brand A,,,,,,,,,38.0,,,,0.0,0.0,,,54.0,0.0,,
2017-02-13,2017-02-12,Brand A - US,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,,,,,,,,11.0,,,,74.98,55.54,,,25.0,1.0,,
2017-02-13,2017-02-12,Brand A - US,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,,,,,,,,12.0,,,,0.0,0.0,,,63.0,0.0,,
2017-02-13,2017-02-12,Brand A - US,Affiliates,Affiliates - Affiliates,US,USD,LinkShare,Affiliates,Brand A,,4053.0,1175.15,1175.15,2593.0,1175.15,1175.15,607.0,635.0,275.0,527.15,628.0,14825.02,14825.02,13445.34,13445.34,2878.0,153.0,,
2017-02-13,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,Exponential,Equity,Brand A,0.0,809.0,,,644649.0,1077.21,1077.21,,251.0,,,,0.0,0.0,,,353.0,0.0,35428.0,37946.0
2017-02-13,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,GQ,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,4.0,0.0,,
2017-02-13,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,QuantCast,Equity,Brand A,0.0,678.0,,,1052558.0,4104.94,4104.94,,172.0,,,,408.4,408.4,,,626.0,4.0,0.0,0.0
2017-02-13,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,The Zoe Report,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-02-13,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,Who What Wear,Equity,Brand A,0.0,3.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,3.0,0.0,0.0,0.0
2017-02-13,2017-02-12,Brand A - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand A,,7238.0,,,938788.0,3754.35,3754.35,,147.0,,,,6849.32,6849.32,,,6510.0,86.0,,
2017-02-13,2017-02-12,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand A,,950.0,,,3980.0,188.98,188.98,,410.0,,,,1617.76,1617.76,,,761.0,19.0,,
2017-02-13,2017-02-12,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Yahoo,Brand,Brand A,,373.0,,,2281.0,56.63,56.63,,124.0,,,,474.94,474.94,,,243.0,7.0,,
2017-02-13,2017-02-12,Brand A - US,Paid Search,Unbranded - Paid Search,US,USD,Bing,Unbranded,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand A,,,,,,,,,513.0,,,,0.0,0.0,,,677.0,0.0,,
2017-02-13,2017-02-12,Brand A - US,Social,Social - Equity,US,USD,Instagram,Equity,Brand A,,,,,,,,,51.0,,,,80.0,80.0,,,58.0,1.0,,
2017-02-13,2017-02-12,Brand A - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand A,,,,,,,,,1773.0,,,,2568.61,2568.61,,,5741.0,27.0,,
2017-02-13,2017-02-12,Brand A - US,Social,Social - Remarketing,US,USD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,50.0,50.0,,,12.0,1.0,,
2017-02-13,2017-02-12,Brand A - US,Social,Social - Remarketing,US,USD,Instagram,Remarketing,Brand A,,,,,,,,,120.0,,,,0.0,0.0,,,164.0,0.0,,
2017-02-13,2017-02-12,Brand A Brand CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand A,,5995.0,,,25799.0,1169.67,866.42,,2167.0,,,,11684.4,8655.11,,,6405.0,110.0,,
2017-02-13,2017-02-12,Brand A Brand US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand A,,15548.0,,,81534.0,4078.34,4078.34,,6563.0,,,,28501.98,28501.98,,,17492.0,308.0,,
2017-02-13,2017-02-12,Brand A Nonbrand CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand A,,263.0,,,12486.0,361.48,267.76,,9.0,,,,118.98,88.13,,,340.0,1.0,,
2017-02-13,2017-02-12,Brand A Nonbrand US,Paid Search,Paid Search - Unbranded,US,USD,Adwords,Unbranded,Brand A,,657.0,,,104163.0,545.85,545.85,,305.0,,,,332.95,332.95,,,922.0,6.0,,
2017-02-13,2017-02-12,Brand A Shopping CA,Paid Search,Paid Search - PLA,CA,CAD,Adwords,PLA,Brand A,,1276.0,,,106388.0,1295.04,959.29,,549.0,,,,1377.2,1020.15,,,1270.0,17.0,,
2017-02-13,2017-02-12,Brand A Shopping US,Paid Search,Paid Search - PLA,US,USD,Adwords,PLA,Brand A,,5930.0,,,586163.0,3625.16,3625.16,,3282.0,,,,5814.59,5814.59,,,6181.0,79.0,,
2017-02-13,2017-02-12,Brand B CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand B,,4597.0,,,39704.0,571.02,422.98,,1282.0,,,,4873.04,3609.66,,,4349.0,81.0,,
2017-02-13,2017-02-12,Brand B CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand B,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,15.0,0.0,,
2017-02-13,2017-02-12,Brand B US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand B,,2105.0,,,36835.0,620.39,620.39,,865.0,,,,2001.9,2001.9,,,1962.0,46.0,,
2017-02-13,2017-02-12,Brand B US,Paid Search,Paid Search - Unbranded,US,USD,Adwords,Unbranded,Brand B,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand B - CA - FR,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,,,,,,,,18.0,,,,0.0,0.0,,,25.0,0.0,,
2017-02-13,2017-02-12,Brand B - CA - FR,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand B,,,,,,,,,13.0,,,,0.0,0.0,,,14.0,0.0,,
2017-02-13,2017-02-12,Brand B - CA - US,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand B,,787.0,,,123213.0,294.82,218.39,,16.0,,,,320.0,237.04,,,737.0,7.0,,
2017-02-13,2017-02-12,Brand B - CA - US,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand B,,191.0,,,598.0,8.94,6.62,,59.0,,,,109.47,81.09,,,150.0,3.0,,
2017-02-13,2017-02-12,Brand B - CA - US,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,,,,,,,,24.0,,,,0.0,0.0,,,42.0,0.0,,
2017-02-13,2017-02-12,Brand B - CA - US,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand B,,,,,,,,,15.0,,,,0.0,0.0,,,17.0,0.0,,
2017-02-13,2017-02-12,Brand B - CA - US,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand B,,,,,,,,,35.0,,,,0.0,0.0,,,64.0,0.0,,
2017-02-13,2017-02-12,Brand B - US,Display,Display - Equity,US,USD,QuantCast,Equity,Brand B,0.0,0.0,,,1.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0
2017-02-13,2017-02-12,Brand B - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand B,,310.0,,,52362.0,131.91,131.91,,12.0,,,,209.7,209.7,,,315.0,5.0,,
2017-02-13,2017-02-12,Brand B - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand B,,123.0,,,1244.0,17.39,17.39,,43.0,,,,35.98,35.98,,,85.0,2.0,,
2017-02-13,2017-02-12,Brand B - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand B,,,,,,,,,51.0,,,,0.0,0.0,,,63.0,0.0,,
2017-02-13,2017-02-12,Brand B - US,Social,Social - Equity,US,USD,Instagram,Equity,Brand B,,,,,,,,,40.0,,,,0.0,0.0,,,44.0,0.0,,
2017-02-13,2017-02-12,Brand B - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand B,,,,,,,,,131.0,,,,110.95,110.95,,,365.0,5.0,,
2017-02-13,2017-02-12,Brand A - Other,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand B,,0.0,,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - Other,Paid Search,Paid Search - Brand,UK,GBP,Adwords,Brand,Brand A,,1175.0,,,52561.0,294.44,429.88,,588.0,,,,1223.09,1785.71,,,1270.0,20.0,,
2017-02-13,2017-02-12,Brand A - Other,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand A,,0.0,,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - Other,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand B,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-13,2017-02-12,Brand A - Other,Paid Search,Paid Search - Unbranded,UK,GBP,Adwords,Unbranded,Brand A,,2925.0,,,82979.0,732.94,1070.09,,1383.0,,,,3143.95,4590.17,,,3029.0,47.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,362.0,202.04,149.66,1090.0,202.04,149.66,160.0,46.0,64.0,243.03,164.0,4549.13,3369.73,3003.69,2224.96,317.0,40.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Affiliates,Affiliates - Affiliates,US,USD,LinkShare,Affiliates,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,171.0,,,76584.0,0.0,0.0,,16.0,,,,0.0,0.0,,,46.0,0.0,10525.0,12399.0
2017-02-14,2017-02-12,Brand A - CA - EN,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,41.0,,,78253.0,0.0,0.0,,5.0,,,,0.0,0.0,,,29.0,0.0,0.0,0.0
2017-02-14,2017-02-12,Brand A - CA - EN,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,3351.0,,,476516.0,1760.68,1304.21,,107.0,,,,6851.77,5075.39,,,3232.0,71.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand A,,252.0,,,866.0,24.37,18.05,,85.0,,,,725.55,537.44,,,213.0,6.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand A,,,,,,,,,98.0,,,,0.0,0.0,,,131.0,0.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand A,,,,,,,,,7.0,,,,0.0,0.0,,,11.0,0.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand A,,,,,,,,,499.0,,,,2084.82,1544.31,,,2016.0,21.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,6.0,0.0,,
2017-02-14,2017-02-12,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Instagram,Remarketing,Brand A,,,,,,,,,32.0,,,,0.0,0.0,,,41.0,0.0,,
2017-02-14,2017-02-12,Brand A - CA - FR,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-02-14,2017-02-12,Brand A - CA - FR,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,94.0,,,29074.0,0.0,0.0,,16.0,,,,0.0,0.0,,,22.0,0.0,2749.0,4383.0
2017-02-14,2017-02-12,Brand A - CA - FR,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,55.0,,,81387.0,0.0,0.0,,9.0,,,,0.0,0.0,,,56.0,0.0,0.0,0.0
2017-02-14,2017-02-12,Brand A - CA - FR,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,,,,,0.0,,,11.0,,,,0.0,0.0,,,105.0,0.0,,
2017-02-14,2017-02-12,Brand A - UK,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,53.0,82.42,120.34,511.0,82.42,120.34,28.0,11.0,17.0,97.86,28.0,1161.9,1696.37,1240.12,1810.58,50.0,13.0,,
2017-02-14,2017-02-12,Brand A - UK,Display,Display - Equity,UK,GBP,Exponential,Equity,Brand A,0.0,219.0,,,100987.0,0.0,0.0,,43.0,,,,0.0,0.0,,,63.0,0.0,25529.0,29785.0
2017-02-14,2017-02-12,Brand A - UK,Display,Display - Equity,UK,GBP,QuantCast,Equity,Brand A,0.0,81.0,,,117263.0,0.0,0.0,,20.0,,,,0.0,0.0,,,71.0,0.0,0.0,0.0
2017-02-14,2017-02-12,Brand A - UK,Display,Display - Remarketing,UK,GBP,Criteo,Remarketing,Brand A,,1337.0,,,177105.0,392.42,572.93,,65.0,,,,1296.37,1892.7,,,1389.0,21.0,,
2017-02-14,2017-02-12,Brand A - UK,Paid Search,Brand - Paid Search,UK,GBP,Bing,Brand,Brand A,,208.0,,,835.0,68.78,100.42,,104.0,,,,376.92,550.3,,,172.0,6.0,,
2017-02-14,2017-02-12,Brand A - UK,Social,Social - Equity,UK,GBP,Facebook,Equity,Brand A,,,,,,,,,70.0,,,,0.0,0.0,,,103.0,0.0,,
2017-02-14,2017-02-12,Brand A - UK,Social,Social - Equity,UK,GBP,Instagram,Equity,Brand A,,,,,,,,,12.0,,,,0.0,0.0,,,14.0,0.0,,
2017-02-14,2017-02-12,Brand A - UK,Social,Social - Remarketing,UK,GBP,Facebook,Remarketing,Brand A,,,,,,,,,332.0,,,,358.94,524.05,,,867.0,5.0,,
2017-02-14,2017-02-12,Brand A - UK,Social,Social - Remarketing,UK,GBP,Instagram,Remarketing,Brand A,,,,,,,,,23.0,,,,0.0,0.0,,,35.0,0.0,,
2017-02-14,2017-02-12,Brand A - US,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,,,,,,,,5.0,,,,139.99,103.7,,,17.0,1.0,,
2017-02-14,2017-02-12,Brand A - US,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,,,,,,,,8.0,,,,50.0,73.0,,,58.0,1.0,,
2017-02-14,2017-02-12,Brand A - US,Affiliates,Affiliates - Affiliates,US,USD,LinkShare,Affiliates,Brand A,,3112.0,1077.56,1077.56,2249.0,1077.56,1077.56,591.0,553.0,262.0,252.56,599.0,23649.17,23649.17,13257.09,13257.09,2750.0,216.0,,
2017-02-14,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,Exponential,Equity,Brand A,0.0,828.0,,,649991.0,1083.05,1083.05,,221.0,,,,365.0,365.0,,,324.0,3.0,34768.0,38695.0
2017-02-14,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,GQ,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-02-14,2017-02-12,Brand A - US,Display,Display - Equity,US,USD,QuantCast,Equity,Brand A,0.0,752.0,,,1026946.0,4005.09,4005.09,,205.0,,,,556.92,556.92,,,676.0,6.0,0.0,0.0
2017-02-14,2017-02-12,Brand A - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand A,,6639.0,,,811714.0,3511.34,3511.34,,154.0,,,,11884.16,11884.16,,,6389.0,149.0,,
2017-02-14,2017-02-12,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand A,,1019.0,,,3937.0,215.61,215.61,,391.0,,,,1663.28,1663.28,,,772.0,19.0,,
2017-02-14,2017-02-12,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Yahoo,Brand,Brand A,,346.0,,,2598.0,50.84,50.84,,108.0,,,,1530.34,1530.34,,,242.0,11.0,,
2017-02-14,2017-02-12,Brand A - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand A,,,,,,,,,530.0,,,,25.0,25.0,,,680.0,1.0,,
2017-02-14,2017-02-12,Brand A - US,Social,Social - Equity,US,USD,Instagram,Equity,Brand A,,,,,,,,,32.0,,,,0.0,0.0,,,42.0,0.0,,
2017-02-14,2017-02-12,Brand A - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand A,,,,,,,,,1464.0,,,,2893.55,2893.55,,,4767.0,38.0,,
2017-02-14,2017-02-12,Brand A - US,Social,Social - Remarketing,US,USD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,6.0,0.0,,
2017-02-14,2017-02-12,Brand A - US,Social,Social - Remarketing,US,USD,Instagram,Remarketing,Brand A,,,,,,,,,101.0,,,,0.0,0.0,,,134.0,0.0,,
2017-02-14,2017-02-12,Brand A Brand CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand A,,5549.0,,,23477.0,1140.83,845.06,,1957.0,,,,13842.71,10253.86,,,5835.0,140.0,,
2017-02-14,2017-02-12,Brand A Brand US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand A,,14441.0,,,75580.0,3940.73,3940.73,,6018.0,,,,31905.21,31905.21,,,16162.0,343.0,,
2017-02-14,2017-02-12,Brand A Nonbrand CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand A,,202.0,,,11649.0,274.91,203.64,,5.0,,,,186.0,137.78,,,270.0,3.0,,
2017-02-14,2017-02-12,Brand A Nonbrand US,Paid Search,Paid Search - Unbranded,US,USD,Adwords,Unbranded,Brand A,,452.0,,,74049.0,372.29,372.29,,236.0,,,,308.97,308.97,,,692.0,4.0,,
2017-02-14,2017-02-12,Brand A Shopping CA,Paid Search,Paid Search - PLA,CA,CAD,Adwords,PLA,Brand A,,1145.0,,,100065.0,1171.0,867.41,,509.0,,,,2065.93,1530.32,,,1154.0,24.0,,
2017-02-14,2017-02-12,Brand A Shopping US,Paid Search,Paid Search - PLA,US,USD,Adwords,PLA,Brand A,,5846.0,,,596544.0,3543.52,3543.52,,3264.0,,,,6303.66,6303.66,,,6049.0,76.0,,
2017-02-14,2017-02-12,Brand B CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand B,,4142.0,,,40296.0,540.21,400.16,,1156.0,,,,4780.83,3541.36,,,3907.0,80.0,,
2017-02-14,2017-02-12,Brand B CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand B,,0.0,,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,13.0,0.0,,
2017-02-14,2017-02-12,Brand B US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand B,,1853.0,,,38734.0,574.46,574.46,,778.0,,,,1881.5,1881.5,,,1753.0,50.0,,
2017-02-14,2017-02-12,Brand B - CA - FR,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,,,,,,,,17.0,,,,0.0,0.0,,,19.0,0.0,,
2017-02-14,2017-02-12,Brand B - CA - FR,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand B,,,,,,,,,10.0,,,,0.0,0.0,,,12.0,0.0,,
2017-02-14,2017-02-12,Brand B - CA - US,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand B,,790.0,,,130492.0,308.0,228.15,,17.0,,,,332.4,246.22,,,691.0,7.0,,
2017-02-14,2017-02-12,Brand B - CA - US,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand B,,147.0,,,505.0,7.15,5.3,,34.0,,,,117.5,87.04,,,118.0,4.0,,
2017-02-14,2017-02-12,Brand B - CA - US,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,,,,,,,,30.0,,,,0.0,0.0,,,38.0,0.0,,
